date,ticker,open,high,low,close,volume,ma_20,ma_50,rsi_14,bb_upper,bb_lower,bb_mid,pct_return,cumulative_return,indexed_price,volume_zscore,volume_spike,drawdown_pct,volatility_30d
2024-10-28,LTRN,3.380000114440918,3.660000085830689,3.289999961853028,3.660000085830689,81200,3.5325,3.7877,48.85,3.822,3.243,3.5325,9.5808,-21.9616,78.0384,2.6756,True,-24.2236,3.07
2024-10-29,LTRN,3.609999895095825,3.680000066757202,3.3499999046325684,3.490000009536743,63700,3.519,3.7685,48.48,3.7883,3.2497,3.519,-4.6448,-25.5864,74.4136,1.5118,False,-27.7433,3.1699
2024-10-30,LTRN,3.390000104904175,3.450000047683716,3.2300000190734863,3.259999990463257,52500,3.4965,3.7457,45.39,3.7736,3.2194,3.4965,-6.5903,-30.4904,69.5096,0.8072,False,-32.5052,3.325
2024-10-31,LTRN,3.259999990463257,3.263999938964844,3.039999961853028,3.125,59800,3.4728,3.7194,37.8,3.7909,3.1546,3.4728,-4.1411,-33.3689,66.6311,1.2194,False,-35.3002,3.2678
2024-11-01,LTRN,3.0799999237060547,3.309999942779541,3.049999952316284,3.309999942779541,20500,3.4498,3.7012,42.36,3.743,3.1565,3.4498,5.92,-29.4243,70.5757,-0.9996,False,-31.47,3.483
2024-11-04,LTRN,3.190000057220459,3.319999933242798,3.140000104904175,3.2799999713897705,22900,3.4273,3.6738,41.82,3.6981,3.1564,3.4273,-0.9063,-30.064,69.936,-0.8082,False,-32.0911,3.4826
2024-11-05,LTRN,3.2300000190734863,3.382999897003174,3.2300000190734863,3.2699999809265137,25700,3.4062,3.6462,42.63,3.6556,3.1569,3.4062,-0.3049,-30.2772,69.7228,-0.6353,False,-32.2981,3.4417
2024-11-06,LTRN,3.2799999713897705,3.3540000915527344,3.253000020980835,3.309999942779541,27900,3.3952,3.6258,47.32,3.641,3.1495,3.3952,1.2232,-29.4243,70.5757,-0.5038,False,-31.47,3.4292
2024-11-07,LTRN,3.319999933242798,3.5,3.319999933242798,3.4200000762939453,52100,3.3967,3.611,49.35,3.6428,3.1507,3.3967,3.3233,-27.0789,72.9211,0.8553,False,-29.1925,3.4858
2024-11-08,LTRN,3.3499999046325684,3.839999914169312,3.319999933242798,3.839999914169312,48800,3.4147,3.607,62.7,3.7295,3.1,3.4147,12.2807,-18.1237,81.8763,0.6804,False,-20.4969,4.1646
2024-11-11,LTRN,3.869999885559082,3.869999885559082,3.509999990463257,3.509999990463257,42400,3.4127,3.5954,52.74,3.7244,3.1011,3.4127,-8.5937,-25.1599,74.8401,0.2952,False,-27.3292,4.4317
2024-11-12,LTRN,3.509999990463257,3.650000095367432,3.5,3.5799999237060547,68300,3.4147,3.5938,54.69,3.7303,3.0992,3.4147,1.9943,-23.6674,76.3326,1.6381,False,-25.8799,4.4236
2024-11-13,LTRN,3.5999999046325684,3.624000072479248,3.5,3.5299999713897705,56300,3.4162,3.5922,51.81,3.7338,3.0987,3.4162,-1.3966,-24.7335,75.2665,0.924,False,-26.9151,4.4242
2024-11-14,LTRN,3.509999990463257,3.5989999771118164,3.450000047683716,3.490000009536743,77000,3.4212,3.592,53.5,3.7402,3.1023,3.4212,-1.1331,-25.5864,74.4136,1.8468,False,-27.7433,4.3955
2024-11-15,LTRN,3.4600000381469727,3.549999952316284,3.361000061035156,3.539999961853028,71100,3.4262,3.5944,46.79,3.7495,3.103,3.4262,1.4327,-24.5203,75.4797,1.4297,False,-26.7081,4.3136
2024-11-18,LTRN,3.539999961853028,3.5739998817443848,3.1600000858306885,3.1600000858306885,50300,3.4162,3.5876,42.07,3.7599,3.0726,3.4162,-10.7345,-32.6226,67.3774,0.3417,False,-34.5756,4.7279
2024-11-19,LTRN,3.200000047683716,3.369999885559082,2.930000066757202,3.0799999237060547,47900,3.4007,3.5822,45.34,3.7759,3.0256,3.4007,-2.5317,-34.3284,65.6716,0.1816,False,-36.2319,4.7421
2024-11-20,LTRN,3.0,3.188999891281128,2.900000095367432,2.940000057220459,71700,3.3792,3.5666,45.22,3.8074,2.9511,3.3792,-4.5455,-37.3134,62.6866,1.3446,False,-39.1304,4.7481
2024-11-21,LTRN,2.900000095367432,2.9800000190734863,2.789999961853028,2.950000047683716,89000,3.3542,3.5498,39.77,3.8216,2.8869,3.3542,0.3401,-37.1002,62.8998,2.0173,True,-38.9234,4.7046
2024-11-22,LTRN,2.990000009536743,3.220000028610229,2.799999952316284,3.0799999237060547,108500,3.3412,3.531,44.62,3.8244,2.8581,3.3412,4.4068,-34.3284,65.6716,2.5197,True,-36.2319,4.7538
2024-11-25,LTRN,3.0899999141693115,3.259999990463257,3.0,3.130000114440918,113000,3.3147,3.5184,46.32,3.7822,2.8473,3.3147,1.6234,-33.2623,66.7377,2.3685,True,-35.1967,4.7479
2024-11-26,LTRN,3.0899999141693115,3.25,3.059999942779541,3.072000026702881,74000,3.2938,3.5036,43.8,3.7657,2.822,3.2938,-1.853,-34.4989,65.5011,0.8309,False,-36.3975,4.7562
2024-11-27,LTRN,3.0899999141693115,3.190000057220459,3.009999990463257,3.109999895095825,24100,3.2863,3.4876,41.6,3.7652,2.8075,3.2863,1.237,-33.6887,66.3113,-1.0921,False,-35.6108,4.7627
2024-11-29,LTRN,3.140000104904175,3.388999938964844,3.140000104904175,3.2100000381469727,13300,3.2906,3.4704,29.36,3.7649,2.8163,3.2906,3.2154,-31.5565,68.4435,-1.4037,False,-33.5404,4.7725
2024-12-02,LTRN,3.259999990463257,3.390000104904175,3.119999885559082,3.1600000858306885,29000,3.2831,3.4538,35.96,3.7608,2.8054,3.2831,-1.5576,-32.6226,67.3774,-0.8485,False,-34.5756,4.7707
2024-12-03,LTRN,3.3399999141693115,3.380000114440918,3.1600000858306885,3.190000057220459,56100,3.2786,3.4386,33.83,3.7581,2.7991,3.2786,0.9494,-31.9829,68.0171,0.1359,False,-33.9544,4.7572
2024-12-04,LTRN,3.2799999713897705,3.900000095367432,3.240000009536743,3.829999923706055,237400,3.3066,3.4344,58.35,3.8457,2.7675,3.3066,20.0627,-18.3369,81.6631,4.1995,True,-20.7039,6.0121
2024-12-05,LTRN,3.880000114440918,3.880000114440918,3.4549999237060547,3.5,63400,3.3161,3.426,50.24,3.8621,2.7701,3.3161,-8.6162,-25.3731,74.6269,0.0756,False,-27.5362,6.24
2024-12-06,LTRN,3.5199999809265137,4.150000095367432,3.5199999809265137,3.9800000190734863,105600,3.3441,3.4288,58.74,3.9649,2.7233,3.3441,13.7143,-15.1386,84.8614,1.0117,False,-17.5983,6.6963
2024-12-09,LTRN,4.170000076293945,4.880000114440918,4.099999904632568,4.150000095367432,231200,3.3596,3.4363,71.47,4.0446,2.6746,3.3596,4.2714,-11.5139,88.4861,3.1212,True,-14.0787,6.686
2024-12-10,LTRN,4.170000076293945,4.449999809265137,3.8450000286102295,3.9800000190734863,41000,3.3831,3.4425,68.78,4.1201,2.6461,3.3831,-4.0964,-15.1386,84.8614,-0.5219,False,-17.5983,6.5408
2024-12-11,LTRN,4.199999809265137,4.320000171661377,3.809999942779541,3.839999914169312,39200,3.3961,3.4441,68.78,4.1566,2.6356,3.3961,-3.5176,-18.1237,81.8763,-0.5381,False,-20.4969,6.5135
2024-12-12,LTRN,3.900000095367432,3.9070000648498535,3.549999952316284,3.630000114440918,36500,3.4011,3.4425,63.1,4.1666,2.6356,3.4011,-5.4687,-22.6013,77.3987,-0.5769,False,-24.8447,6.4745
2024-12-13,LTRN,3.619999885559082,3.619999885559082,3.2799999713897705,3.444999933242798,97200,3.3989,3.4394,56.88,4.1635,2.6342,3.3989,-5.0964,-26.5458,73.4542,0.5523,False,-28.6749,6.5006
2024-12-16,LTRN,3.359999895095825,3.575000047683716,3.315000057220459,3.559999942779541,63500,3.3999,3.4352,57.92,4.1653,2.6344,3.3999,3.3382,-24.0938,75.9062,-0.1149,False,-26.294,6.4435
2024-12-17,LTRN,3.4100000858306885,3.5510001182556152,3.3540000915527344,3.430000066757202,62700,3.4134,3.4292,56.42,4.1705,2.6562,3.4134,-3.6517,-26.8657,73.1343,-0.158,False,-28.9855,6.4826
2024-12-18,LTRN,3.400000095367432,3.5999999046325684,3.200000047683716,3.2100000381469727,62900,3.4199,3.4196,51.68,4.1671,2.6726,3.4199,-6.414,-31.5565,68.4435,-0.1807,False,-33.5404,6.5986
2024-12-19,LTRN,3.289999961853028,3.4800000190734863,3.0999999046325684,3.2100000381469727,55900,3.4334,3.4132,50.0,4.1534,2.7133,3.4334,0.0,-31.5565,68.4435,-0.3414,False,-33.5404,6.5955
2024-12-20,LTRN,3.1700000762939453,3.4100000858306885,3.0999999046325684,3.1449999809265137,39300,3.4431,3.4083,49.74,4.1405,2.7457,3.4431,-2.0249,-32.9424,67.0576,-0.6614,False,-34.8861,6.5776
2024-12-23,LTRN,3.200000047683716,3.200000047683716,3.009999990463257,3.0199999809265137,65900,3.4401,3.3991,47.15,4.1445,2.7357,3.4401,-3.9746,-35.6077,64.3923,-0.1442,False,-37.4741,6.182
