,ticker,fetched_at,current_price,market_cap,shares_outstanding,eps_ttm,cash,total_debt,revenue,52w_high,52w_low,avg_volume_30d,beta,sector,industry
0,LTRN,2026-06-04,3.79,48356124,12758872,-1.45,6322853,59076,,5.744,1.11,,,Healthcare,Biotechnology
